하개정,495,경기도 안성시 미양면 미양로 72 개정초등학교
세종금남,496,세종특별자치시 금남면 성덕리 77-3
삽당령,497,강원도 강릉시 왕산면 송현리 산 242
구룡령,498,강원도 홍천군 내면 구룡령로 7846
중면,499,경기도 연천군 중면
양도,500,인천광역시 강화군 양도면 도장리 1598-1
대연평,501,인천광역시 옹진군 연평로 200 연평면사무소
교동,502,인천광역시 강화군 교동면 고구리 480-1
도라산,503,경기도 파주시 장단면
포천,504,경기도 포천시 자작동
가평조종,505,경기도 가평군 하면 현리 209 가평하면정수장
금촌,506,경기도 파주시 금촌2동 1017
창수,507,경기도 포천시 창수면
왕산,508,인천광역시 중구 을왕동
관악,509,서울특별시 관악구 관악로 1 서울대학교 대기환경관측소
영등포,510,서울특별시 영등포구 국회대로53길 20 서울영동초등학교
공촌동,511,인천광역시 서구 공촌동
남동공단,512,인천광역시 연수구 동춘동
덕적도,513,인천광역시 옹진군 덕적면 덕적북로 130
대부도,514,경기도 안산시 단원구 대부중앙로 56 대부초등학교
운평,515,경기도 화성시 우정읍 운평리 601-6
안성,516,경기도 안성시 옥산동 365 알미산공원
간성,517,강원도 고성군 간성읍 간성북로 87 고성군 농업기술센터
해안,518,강원도 양구군 해안면 오유리 134
사내,519,강원도 화천군 사내면
설악동,520,강원도 속초시 설악산로 833 설악산관리사무소
강현,521,강원도 양양군 강현면
화촌,522,강원도 홍천군 화촌면
주문진,523,강원도 강릉시 주문진읍 주문리 961 
강문,524,강원도 강릉시 해안로 217 하수중계펌프장
봉평,525,강원도 평창군 봉평면 창동리 421-1
평창,526,강원도 평창군 평창읍 여만길 46 평창군농업기술센터
신동,527,강원도 정선군 신동읍 예미리 774-1
백령면,528,인천광역시 옹진군 백령면 진촌리 1031
원덕,529,강원도 삼척시 원덕읍 산양서원1길 981-4 세계유기농수산연구교육관
태하,530,경상북도 울릉군 서면 태하리 212
가평북면,531,경기도 가평군 북면 소법리 천 627-39
의정부,532,경기도 의정부시 용현동 399-24 용현배수지
신둔,533,경기도 이천시 신둔면 석동로 167 대한장애인체육회 이천훈련원
장호원,534,경기도 이천시 장호원읍 서동대로8759번길 97-103 이천시복숭아연구소
서석,535,강원도 홍천군 서석면 풍암리 526-2
횡성,536,강원도 횡성군 횡성읍 문예로 133
임계,537,강원도 정선군 임계면 봉산리 302-2 정선양묘사업소
신서,538,경기도 연천군 신서면 도신4리 164-1 소득자원연구소
포천이동,539,경기도 포천시 이동면
고양,540,경기도 고양시 덕양구
남양주,541,경기도 남양주시 퇴계원면
청평,542,경기도 가평군 청평면 대성리 393-12
영종도,543,인천광역시 중구 하늘달빛로 133 영종초등학교
전곡항,544,경기도 화성시 서신면
안산,545,경기도 안산시 상록구 해안로 870 농어촌연구원
경기광주,546,경기도 광주시 회안대로 1061-59 한국수자원공사 광주수도관리단
양동,547,경기도 양평군 양동면 쌍학리 865-4 양수장
여주,548,경기도 여주군 여주읍 교리 46-8 여주군 상수도사업소 점봉배수지
용인,549,경기도 용인시 처인구
오산,550,경기도 오산시 외삼미동
평택,551,경기도 평택시 합정동 산 28 평택시 공설운동장
김화,552,강원도 철원군 김화읍
대진,553,강원도 고성군 현내면 한나루로4길 16-38 대진항로표지관리소
미시령,554,강원도 고성군 토성면 미시령옛길 383 미시령휴게소 건너편
화천,555,강원도 화천군 하남면 춘화로 3331번길 45 화천생활체육공원
양구,556,강원도 양구군 양구읍 정림리 160-10
기린,557,강원도 인제군 기린면
팔봉,558,강원도 홍천군 서면 팔봉리 천 1302-63
내면,559,강원도 홍천군 내면 창촌리 1513-2
진부,560,강원도 평창군 진부면 진부중앙로 203-5 한국도로공사 대관령지사
청일,561,강원도 횡성군 청일면 유동로 13 청일공공하수처리장
영월주천,562,강원도 영월군 주천면 주천리 1376-19
북평,563,강원도 정선군 북평면 장열안길 100
시흥,565,경기도 시흥시 동서로 287 시흥시갯골생태공원
연곡,566,강원도 강릉시 연곡면 송림리 191-8 동부지방산림청 연곡양묘장
적성,567,경기도 파주시 적성면
일동,568,경기도 포천시 일동면 기산리 106-1
구리,569,경기도 구리시 서울외곽순환고속도로 26 토평IC
금곡,570,인천광역시 서구 금곡동
화성,571,경기도 화성시 남양동
성남,572,경기도 성남시 중원구 성남대로 997 성남시청
청운,573,경기도 양평군 청운면 용두리 595
대신,574,경기도 여주군 대신면 초현리 520-3
용인이동,575,경기도 용인시 처인구 이동면 어진로 737-10
백암,576,경기도 용인시 처인구 백암면 용천리 산 27
장봉도,577,인천광역시 옹진군 북도면 장봉로 553 장동분교
호도,578,충청남도 보령시 오천면 녹도리 338-5
하장,579,강원도 삼척시 하장면 장전리 266-9
옥계,580,강원도 강릉시 옥계면 현내교동길 99-37 옥계정수장
상동,581,강원도 영월군 상동읍 내덕2리 248-4
신림,582,강원도 원주시 신림면 치악로 28-9
안흥,583,강원도 횡성군 안흥면 덕송로 23
신남,585,강원도 인제군 남면
북산,586,강원도 춘천시 북산면 중추곡길 51
방산,587,강원도 양구군 방산면
남산,588,강원도 춘천시 남산면 방곡리 천 629-41
능곡,589,경기도 고양시 일산동구
과천,590,경기도 과천시 상하벌로 110 국립과천과학관
치악산,591,강원도 원주시 소초면 학곡리 900 치악산국립공원사무소
부론,592,강원도 원주시 부론면 흥호리 936
양양영덕,593,강원도 양양군 서면 영덕리 164-12
서화,594,강원도 인제군 서화면
진부령,595,강원도 고성군 간성읍 흘리길 190 흘리보건소
오색,596,강원도 양양군 서면 오색리 199-1
대화,597,강원도 평창군 대화면 신리 1106-21 서울대학교 그린바이오연구원
양주,598,경기도 양주시 광적면
광릉,599,경기도 포천시 소흘읍 광릉수목원로 415 산림생산기술연구소
금왕,600,충청북도 음성군 금왕읍 용계리 245-4
단양,601,충청북도 단양군 단양읍 중앙1로 20 단양군농업기술센터
진천,602,충청북도 진천군 진천읍 문진로 1433 진천군농업기술센터
괴산,603,충청북도 괴산군 괴산읍 임꺽정로 169 괴산군농업기술센터
옥천,604,충청북도 옥천군 옥천읍 옥천동이로 234 옥천군농업기술센터
영동,605,충청북도 영동군 영동읍 학산영동로 1065 영동군농업기술센터
대산,606,충청남도 서산시 대산읍
근흥,607,충청남도 태안군 근흥면 신진부두길 36 안흥어업무선국
홍북,608,충청남도 홍성군 홍북면
삽시도,609,충청남도 보령시 오천면 삽시도리 138-10
홍성,610,충청남도 홍성군 홍성읍 내포로 230 홍성군농업기술센터
세종연서,611,세종특별자치시 연서면 당산로
공주,612,충청남도 공주시 금흥동
서천,614,충청남도 서천군 마서면 장서로 689 서천군농업기술센터
논산,615,충청남도 논산시 덕지동 43-29
당진,616,충청남도 당진군 당진읍
성거,617,충청남도 천안시 서북구 성거읍 봉주로 75 천안시 서북구청
청양,618,충청남도 청양군 청양읍 구봉로 1026-84 청양군농업기술센터
음성,619,충청북도 음성군 음성읍 평곡리 520-1
엄정,620,충청북도 충주시 엄정면 율능리 1334
수산,621,충청북도 제천시 수산면 옥순봉로 933
수안보,622,충청북도 충주시 수안보면 안보리 419-1 수안보생활체육공원
증평,623,충청북도 증평군 증평읍
상당,624,충청북도 청원군 미원면 성대1길 213 미원하수종말처리장
속리산,625,충청북도 보은군 속리산면 법주사로 84 속리산국립공원
옥천청산,626,충청북도 옥천군 청산면 청산관기로 507 황토집교육원
태안,627,충청남도 태안군 태안읍 백화로 49 태안초등학교
예산,628,충청남도 예산군 신암면 오신로 852 예산군농업기술센터
세종전의,629,세종특별자치시 전의면 읍내황골1길 63
노은,630,충청북도 충주시 노은면 신효리 193
송도,631,인천광역시 연수구 인천신항대로892번길 40 송도종합스포츠센터
유구,632,충청남도 공주시 유구읍 만천리 500
정안,633,충청남도 공주시 정안면 평정리 284-5
아산,634,충청남도 아산시 인주면 대음리 200 현대자동차㈜ 아산공장
양화,635,충청남도 부여군 양화면 충절로 267-6 양화중학교
계룡,636,충청남도 계룡시 남선면
신평,637,충청남도 당진시 신평면 샛터로 172 한정초등학교
영춘,638,충청북도 단양군 영춘면 온달평강로 111
덕산,639,충청북도 제천시 덕산면 도전리 1350-2
청천,640,충청북도 괴산군 송면2길 13
대청,641,충청북도 청원군 회남문의로 1935
문화,642,대전광역시 중구 문화동 435-42
세천,643,대전광역시 동구 세천동 63-1
연무,644,충청남도 논산시 연무읍
서부,645,충청남도 홍성군 서부면 서부로 505 서부초등학교
춘장대,646,충청남도 서천군 서면 부사리 289 부사교관리소
가곡,647,충청북도 영동군 양산면 원당리 704 제방
장동,648,대전광역시 대덕구 장동 360-2
부평,649,인천광역시 부평구 구산동
양지,650,강원도 철원군 동송읍
외촌,651,강원도 철원군 철원읍
연천청산,652,경기도 연천군 청산면
자월도,654,인천광역시 옹진군 자월면 자월서로 164 자월면사무소
소청도,655,인천광역시 옹진군 대청면 소청리 소청서로 279 소청도항로표지소
볼음도,656,인천광역시 강화군 서도면 불음도리 산 44 볼음도츨장소
대천항,657,충청남도 보령시 신흑동
만리포,658,충청남도 태안군 소원면
계룡산,659,충청남도 계룡시 남선면
면온,660,강원도 평창군 봉평면 면온리 65-1
현내,661,강원도 고성군 현내면 명파4길 11-15
승봉도,662,인천광역시 옹진군 자월면 승봉로67번길 43-18 승봉초등학교
목덕도,663,인천광역시 웅진군 덕적면 백아리 목덕도
영흥도,664,인천광역시 옹진군 영흥면 외리 248-5 수산자원연구소
무의도,665,인천광역시 중구 대무의로 302-17 무의초등학교
안도,666,충청남도 태안군 원북면 방갈리 산 240 안도항로표지관리소
옹도,667,충청남도 태안군 근흥면 가의도리 산 29
외연도,669,충청남도 보령시 오천면 외연도1길 325
양양,670,강원도 양양군 양양읍 송암리 160
청호,671,강원도 속초시 조양동 1034 제1중계펌프장
상하,672,전라북도 고창군 상하면 장산리 780-2
진영,673,경상남도 김해시 진영읍 하계로 138번길 30 진영단감연구소
사북,674,강원도 정선군 사북읍 하이원길 57-33 강원랜드
남이섬,675,강원도 춘천시 남삼면 방하리 산 159
위성센터,676,충청북도 진천군 광혜원면 구암길 64-18
평화,680,강원도 화천군 화천읍 동촌리 2921-3
원동,681,강원도 철원군 원동면
임남,682,강원도 철원군 임남면
오창가곡,683,충청북도 청주시 청원구 오창읍 괴정리 383 충청북도농업기술원
춘천신북,684,강원도 춘천시 충열로 83 강원도농업기술원
강정,685,제주특별자치도 서귀포시 중산간서로 212 제주특별자치도농업기술원
대곡,686,경상남도 진주시 대곡면 소실길 12-116 경상대학교 농업대학
봉산,688,전라남도 담양군 봉산면 삼지리 437-9
풍산,690,전라북도 순창군 풍산면 금풍로 1006-1 풍산면사무소
정산,691,충청남도 청양군 정산면 큰벅길 117-25 축산기술연구소
백학,692,경기도 연천군 백학면
오창,693,충청북도 청원군 오창읍 송대리 320-1
원효봉,694,충청남도 예산군 덕산면 대치리 5 KT원효봉중계소
광덕산,695,강원도 화천군 사내면 천문대길 40번길 3
신기,696,강원도 삼척시 신기면 신기리 78
서거차도,697,전라남도 진도군 조도면 서거차도1길 42
해제,698,전라남도 무안군 해제면 발산길 28-18 무안기상레이더연구센터
무안,699,전라남도 무안군 무안읍 교촌리 785-1
어청도,700,전라북도 군산시 옥도면 어청도리 산 12
무주,701,전라북도 무주군 무주읍 한풍루로 416 무주군농업기술센터
익산,702,전라북도 익산시 서동로 413 전북농업기술원
진안,703,전라북도 진안군 진안읍 진무로 702-30 진안군농업기술센터
변산,704,전라북도 부안군 변산면 격포리 270-34
담양,706,전라남도 담양군 담양읍 천변리 396-16 담양군농업기술센터
지도,707,전라남도 신안군 지도읍 읍내리 산 25-6
광산,708,광주광역시 광산구 평동로 639-22 광주농업기술센터
구례,709,전라남도 구례군 구례읍 동산1길 32
나주,710,전라남도 나주시 금천면 벽류길 121 나주배시험장
이양,711,전라남도 화순군 이양면 강성리 848-9
순천시,712,전라남도 순천시 덕암동 184-3
광양읍,713,전라남도 광양시 광양읍 칠성리 419-2
자은도,714,전라남도 신안군 자은면 구영리 1164-24
하의도,716,전라남도 신안군 하의면 후광길 288
의신,717,전라남도 진도군 의신면 연주리 888-1
상조도,718,전라남도 진도군 조도면 맹성리 633
선유도,719,전라북도 군산시 옥도면 장자도리 12 장자도발전소
보길도,720,전라남도 완도군 보길면 부황리 산 60-5
금일,721,전라남도 완도군 금일읍 신구리 산 264-1
조선대,722,광주광역시 동구 필문대로 309 조선대학교 태양광발전 시범단지
거문도,723,전라남도 여수시 삼산면 거문길 103 해양파출소
추자도,724,제주특별자치도 제주시 추자면 영흥리 31-14
우도,725,제주특별자치도 제주시 우도면 연평리 772
마라도,726,제주특별자치도 서귀포시 대정읍 가파리 584
유수암,727,제주특별자치도 제주시 애월읍 평화로 2144 제주경마공원
장성,730,전라남도 장성군 황룡면 강변로 377
영암,731,전라남도 영암군 영암읍 배날리길 50
보성,732,전라남도 보성군 보성읍 옥평리 571-11
함라,733,전라북도 익산시 함라면
완주,734,전라북도 완주군 고산면 소향리 699-1
덕유산,735,전라북도 무주군 설천면 삼공리 483-1
진봉,736,전라북도 김제시 진봉면 진봉로 302 진봉초등학교
김제,737,전라북도 김제시 서암길 94 김제시 배수지
줄포,738,전라북도 부안군 줄포면 주을로 228-18 한국도로공사 부안지사
심원,739,전라북도 고창군 심원면 도천리 822
화순,741,전라남도 화순군 화순읍 삼천리 590
운남,742,전라남도 무안군 운남면 성내리 580-7
비금,743,전라남도 신안군 비금면 비금북부길 573-1 이세돌바둑기념관
산이,744,전라남도 해남군 산이면
성전,745,전라남도 강진군 성전면
땅끝,746,전라남도 해남군 송지면 미야리 854
청산도,747,전라남도 완도군 청산면 도청리 976
벌교,748,전라남도 보성군 벌교읍 장호길 56-386 벌교하수처리장
도양,749,전라남도 고흥군 도양읍 봉암리 2346
백야,750,전라남도 여수시 화양면 세포당머리길 22 남서해수산연구소
선흘,751,제주특별자치도 제주시 조천읍 선교로 117
서광,752,제주특별자치도 서귀포시 안덕면 신화역사로188번길 62 서광정수장
어리목,753,제주특별자치도 제주시 1100로 2070-61 한라산국립공원관리사무소
함평,754,전라남도 함평군 함평읍 기각리 189-7
화순북,755,전라남도 화순군 북면 옥리 487
위도,756,전라북도 부안군 위도면 진리 501-5
진안주천,757,전라북도 진안군 주천면 신양리 487-4
동향,758,전라북도 진안군 동향면 대량리 185-19
뱀사골,759,전라북도 남원시 산내면 와운길 10 지리산국립공원 북부사무소
복흥,760,전라북도 순창군 복흥면 정산로 24-31
태인,761,전라북도 정읍시 태인면 태창리 409-3
강진면,762,전라북도 임실군 강진면 용수리 130-1
여산,763,전라북도 익산시 여산면
신덕,764,전라북도 임실군 신덕면 삼길리 1255-7
복내,765,전라남도 보성군 복내면 복내리 536-13
여수산단,766,전라남도 여수시 월내동
포두,767,전라남도 고흥군 포두면 송산리 1640
곡성,768,전라남도 곡성군 곡성읍
염산,769,전라남도 영광군 염산면 향화로4길 64-18
다도,770,전라남도 나주시 다도면 다도로 759
안좌,771,전라남도 신안군 안좌면 향목리 398-3
수유,772,전라남도 진도군 군내면 덕병리 1512-1
학산,773,전라남도 영암군 학산면 상월리 산 86
전남도청,774,전라남도 무안군 삼향읍 오룡길 1
월야,775,전라남도 함평군 월야면 월야리 344-13
현산,776,전라남도 해남군 현산면 현산북평로 82 현산면사무소
관산,777,전라남도 장흥군 대덕읍 대대로 931 대덕읍사무소
유치,778,전라남도 장흥군 유치면 관동리 62
한림,779,제주특별자치도 제주시 한림읍 명월리 1969
제주남원,780,제주특별자치도 서귀포시 남원읍 태위로 551-27 남원생활체육관
구좌,781,제주특별자치도 제주시 구좌읍 하도리 2233-1
성판악,782,제주특별자치도 제주시 조천읍 516로 1865 성판악탐방안내소
과기원,783,광주광역시 북구 첨단과기로 123 광주과학기술원
시종,784,전라남도 영암군 시종면 만수리 680
북일,785,전라남도 해남군 북일면 신월리 174-4
돌산,786,전라남도 여수시 돌산읍 신복리 1174-7 마을회관
도화,787,전라남도 고흥군 도화면
풍암,788,광주광역시 서구 풍암동 20
압해도,789,전라남도 신안군 압해면 신용리 602-5 나무병원
나로도,790,전라남도 고흥군 동일면 덕흥리 산 299-3
피아골,791,전라남도 구례군 토지면 직전길 32 서울대 남부학술림 직전관리분소
표선,792,제주특별자치도 서귀포시 표선면 한마음초등로 399 표선생활체육관
대정,793,제주특별자치도 서귀포시 대정읍 일과리 1396-2
황전,794,전라남도 순천시 황전면 괴목리 60-1
옥과,795,전라남도 곡성군 옥과면 리문리 161
초도,796,전라남도 여수시 삼산면 초도리 1 산 2858 초도발전소
하태도,797,전라남도 신안군 흑산면 장굴길 17-11 내연발전소
홍도,798,전라남도 신안군 흑산면 홍도1길 53 홍도분교
낙월도,799,전라남도 영광군 낙월면 상낙월리 355 낙월면사무소
후포,800,경상북도 울진군 후포면 금음리 114-12
영양,801,경상북도 영양군 영양읍 감천리 646-2
온정,802,경상북도 울진군 온정면 외선미리 63
옥산,803,경상북도 의성군 옥산면 금봉로 27 옥산중학교
청하,804,경상북도 포항시 북구 청하면 미남리 629-3
죽장,805,경상북도 포항시 북구 죽장면 방흥리 276
선산,806,경상북도 구미시 선산읍 김선로 963 구미시농업기술센터
의흥,807,경상북도 군위군 의흥면 수서리 581-1
호미곶,808,경상북도 포항시 남구 호미곶면 대보리 287-1 호미곶광장
대덕,809,경상북도 김천시 대덕면 중산리 429-3
성주,810,경상북도 성주군 성주읍 삼산리 405-1 성주군하수종말처리장
황성,811,경상북도 경주시 황성동 957 황성공원
고령,812,경상북도 고령군 고령읍 일량본길 137 고령군농업기술센터
청도,813,경상북도 청도군 화양읍 송북리 278
부석,814,경상북도 영주시 부석면 소백로 3790 아람진펜션
예천,815,경상북도 예천군 예천읍 충효로 433 예천군농업기술센터
구룡포,816,경상북도 포항시 남구 구룡포읍 병포길 52번길 41 병포정수장
수비,817,경상북도 영양군 수비면 수하리 산 107-18
